FILT                                                                                                                                                                                                                                                               INV  ILEN  OLEN  STRIDE  DIL  PAD  REF  PHASE  MATCH  API         CMD_STRING
trc:  [  3.   0.   1.   6.   1.   2.  16.   2.   5.  26.   7.   8.  39.  12.  13.  52.  25.  18.  72.  38.  25.  68.  53.  24.  89.  60.  36.  54.  75.  32.  75.  58.  42.  72.  69.  36.  90.  16.  44.  52.  19.  36.  63.   6.  42.  42.   7.   0.  49.]
mc:  [  3.   0.   1.   6.   1.   2.  16.   2.   5.  26.   7.   8.  39.  12.  13.  52.  25.  18.  72.  38.  25.  68.  53.  24.  89.  60.  36.  54.  75.  32.  75.  58.  42.  72.  69.  36.  90.  16.  44.  52.  19.  36.  63.   6.  42.  42.   7.   0.  49.   0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    16    49    2       3    0    5    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=3)
trc:  [   8.    0.    9.   16.    9.   18.   27.   18.   29.   38.   33.   40.   55.   48.   59.   72.   72.   78.   92.   96.  103.   48.  123.   56.   68.   78.   80.   64.  105.   88.   84.   84.  110.   56.  105.   68.   70.   54.   82.   60.   66.
   48.   71.   54.   56.   18.   63.    0.   21.]
mc:  [   8.    0.    9.   16.    9.   18.   27.   18.   29.   38.   33.   40.   55.   48.   59.   72.   72.   78.   92.   96.  103.   48.  123.   56.   68.   78.   80.   64.  105.   88.   84.   84.  110.   56.  105.   68.   70.   54.   82.   60.   66.
   48.   71.   54.   56.   18.   63.    0.   21.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    16    49    2       3    0    6    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=3)
trc:  [  0.   9.   8.   4.  18.  20.   8.  31.  16.  14.   8.  26.   4.  14.   4.  12.   4.   8.  12.  10.   4.  27.   8.  10.  18.  20.   8.  36.  16.  16.  18.  31.   8.  35.  14.  16.  16.  30.   8.  27.  18.  17.   6.  35.  10.   9.  16.  15.   0.]
mc:  [  0.   9.   8.   4.  18.  20.   8.  31.  16.  14.   8.  26.   4.  14.   4.  12.   4.   8.  12.  10.   4.  27.   8.  10.  18.  20.   8.  36.  16.  16.  18.  31.   8.  35.  14.  16.  16.  30.   8.  27.  18.  17.   6.  35.  10.   9.  16.  15.   0.  24.]
[1 2 3]                                                                                                                                                                                                                                                            1    23    49    2       3    1    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
[1 2 3 4]                                                                                                                                                                                                                                                          1    22    50    2       3    1    1    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [  0.   1.  18.   4.   2.  29.   8.   9.  40.  14.  16.  57.  20.  27.  20.  33.  32.  29.  22.  48.  26.  40.  28.  36.  46.  46.  10.  65.  40.  16.  42.  57.  16.  61.  38.  26.  26.  56.  18.  36.  26.  25.  28.  36.  20.  35.  28.  25.   0.]
mc:  [  0.   1.  18.   4.   2.  29.   8.   9.  40.  14.  16.  57.  20.  27.  20.  33.  32.  29.  22.  48.  26.  40.  28.  36.  46.  46.  10.  65.  40.  16.  42.  57.  16.  61.  38.  26.  26.  56.  18.  36.  26.  25.  28.  36.  20.  35.  28.  25.   0.  35.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    20    49    2       3    1    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    19    50    2       3    1    1    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [   0.    5.    4.    5.   10.    7.   10.   16.   10.   19.   22.   18.   28.   34.   26.   45.   46.   39.   62.   67.   36.   85.   48.   55.   68.   68.   66.   93.   80.   86.   86.  108.   66.  107.   88.   81.   64.  110.   56.   77.   60.
   66.   42.   73.   12.   49.   54.   14.    0.]
mc:  [   0.    5.    4.    5.   10.    7.   10.   16.   10.   19.   22.   18.   28.   34.   26.   45.   46.   39.   62.   67.   36.   85.   48.   55.   68.   68.   66.   93.   80.   86.   86.  108.   66.  107.   88.   81.   64.  110.   56.   77.   60.
   66.   42.   73.   12.   49.   54.   14.    0.   63.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    17    49    2       3    1    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
[1 2 3 4]                                                                                                                                                                                                                                                          1    22    50    2       3    1    2    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [  0.   7.  14.   9.  14.  30.  18.  28.  46.  34.  42.  65.  50.  64.  42.  75.  44.  56.  46.  67.  16.  66.  48.  26.  44.  69.  18.  58.  42.  33.  18.  56.  36.  28.  22.  58.  14.  31.  50.  20.  10.  67.  20.  14.  36.  25.  12.  45.   0.]
mc:  [  0.   7.  14.   9.  14.  30.  18.  28.  46.  34.  42.  65.  50.  64.  42.  75.  44.  56.  46.  67.  16.  66.  48.  26.  44.  69.  18.  58.  42.  33.  18.  56.  36.  28.  22.  58.  14.  31.  50.  20.  10.  67.  20.  14.  36.  25.  12.  45.   0.  15.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    20    49    2       3    1    2    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    19    50    2       3    1    2    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [   0.    3.    2.    1.    6.   10.    2.   17.   18.   12.   28.   27.   22.   44.   36.   35.   60.   48.   48.   79.   52.   70.   74.   64.   84.   91.   20.  114.   44.   26.   72.   60.   24.   93.   36.   29.   90.   47.   10.  108.   34.
   12.   54.   42.    6.   63.   42.    7.    0.]
mc:  [   0.    3.    2.    1.    6.   10.    2.   17.   18.   12.   28.   27.   22.   44.   36.   35.   60.   48.   48.   79.   52.   70.   74.   64.   84.   91.   20.  114.   44.   26.   72.   60.   24.   93.   36.   29.   90.   47.   10.  108.   34.
   12.   54.   42.    6.   63.   42.    7.    0.   49.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    17    49    2       3    1    2    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [  0.   8.   2.   4.  16.   4.   8.  29.   6.  14.  42.  15.  20.  60.  18.  30.  30.  27.  16.  47.  30.  28.  34.  44.  28.  48.  16.  44.  32.  25.  36.  46.  28.  54.  18.  41.  36.  28.  18.  48.  26.  25.  24.  34.  20.  30.  12.  25.   0.]
mc:  [  0.   8.   2.   4.  16.   4.   8.  29.   6.  14.  42.  15.  20.  60.  18.  30.  30.  27.  16.  47.  30.  28.  34.  44.  28.  48.  16.  44.  32.  25.  36.  46.  28.  54.  18.  41.  36.  28.  18.  48.  26.  25.  24.  34.  20.  30.  12.  25.   0.  15.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    20    49    2       3    1    3    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    19    50    2       3    1    3    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [   0.    3.   10.    3.    6.   24.    6.   17.   38.   16.   28.   61.   26.   48.   84.   38.   68.  113.   50.   93.  102.   63.   94.  134.   52.  124.   94.   71.   90.  118.   34.  118.   70.   46.   74.   85.   42.   93.   52.   52.   72.
   61.   54.   86.    6.   63.   36.    7.    0.]
mc:  [   0.    3.   10.    3.    6.   24.    6.   17.   38.   16.   28.   61.   26.   48.   84.   38.   68.  113.   50.   93.  102.   63.   94.  134.   52.  124.   94.   71.   90.  118.   34.  118.   70.   46.   74.   85.   42.   93.   52.   52.   72.
   61.   54.   86.    6.   63.   36.    7.    0.   42.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    17    49    2       3    1    3    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    19    50    2       3    1    4    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [   0.    5.   18.    2.   10.   28.    4.   16.   38.   12.   22.   57.   20.   32.   76.   30.   42.  101.   40.   55.   54.   57.   28.   75.   58.   43.   88.   75.   50.  116.   44.   72.   72.   55.   62.   91.   50.   80.   62.   59.   74.
   75.   12.   89.   48.   14.   48.   56.    0.]
mc:  [   0.    5.   18.    2.   10.   28.    4.   16.   38.   12.   22.   57.   20.   32.   76.   30.   42.  101.   40.   55.   54.   57.   28.   75.   58.   43.   88.   75.   50.  116.   44.   72.   72.   55.   62.   91.   50.   80.   62.   59.   74.
   75.   12.   89.   48.   14.   48.   56.    0.   56.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    17    49    2       3    1    4    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [   0.    3.   10.    6.    6.   20.   12.   16.   30.   21.   26.   42.   30.   37.   54.   48.   48.   74.   66.   62.   54.   92.   52.   72.   70.   68.   50.   93.   28.   68.   92.   41.   70.  112.   46.   86.   60.   58.   38.   71.   46.
   46.   18.   55.   30.   21.   24.   35.    0.]
mc:  [   0.    3.   10.    6.    6.   20.   12.   16.   30.   21.   26.   42.   30.   37.   54.   48.   48.   74.   66.   62.   54.   92.   52.   72.   70.   68.   50.   93.   28.   68.   92.   41.   70.  112.   46.   86.   60.   58.   38.   71.   46.
   46.   18.   55.   30.   21.   24.   35.    0.   28.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    17    49    2       3    1    5    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=3)
trc:  [  4.  18.   3.   8.  30.   6.  21.   6.  18.  18.  17.  18.  29.  16.  32.   4.  27.  10.  11.   6.  19.  10.  12.   8.  23.   6.  14.  16.  16.   4.  31.  14.  10.  14.  26.   8.  27.  10.  17.  12.  16.  10.  20.   2.  19.   4.   3.   8.   6.]
mc:  [  4.  18.   3.   8.  30.   6.  21.   6.  18.  18.  17.  18.  29.  16.  32.   4.  27.  10.  11.   6.  19.  10.  12.   8.  23.   6.  14.  16.  16.   4.  31.  14.  10.  14.  26.   8.  27.  10.  17.  12.  16.  10.  20.   2.  19.   4.   3.   8.   6.   0.]
[1 2 3]                                                                                                                                                                                                                                                            1    24    49    2       3    2    1    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
[1 2 3 4]                                                                                                                                                                                                                                                          1    23    50    2       3    2    1    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [  7.  12.   7.  14.  22.  14.  25.  32.  26.  36.  51.  38.  53.  34.  51.  28.  53.  22.  44.  48.  35.  36.  64.  18.  57.  26.  31.  42.  38.  38.  66.  14.  51.  54.  28.  22.  78.  36.  33.  48.  49.  14.  63.  32.  20.  24.  40.  20.  30.]
mc:  [  7.  12.   7.  14.  22.  14.  25.  32.  26.  36.  51.  38.  53.  34.  51.  28.  53.  22.  44.  48.  35.  36.  64.  18.  57.  26.  31.  42.  38.  38.  66.  14.  51.  54.  28.  22.  78.  36.  33.  48.  49.  14.  63.  32.  20.  24.  40.  20.  30.   0.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    21    49    2       3    2    1    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    20    50    2       3    2    1    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [  7.  10.   4.  14.  21.   8.  24.  32.  18.  34.  47.  28.  48.  62.  45.  62.  78.  62.  77.  54.  81.  36.  70.  68.  50.  38.  92.  40.  50.  68.  59.  30.  87.  46.  38.  50.  61.  38.  62.  68.  45.  58.  82.  12.  68.  48.  14.   6.  56.]
mc:  [  7.  10.   4.  14.  21.   8.  24.  32.  18.  34.  47.  28.  48.  62.  45.  62.  78.  62.  77.  54.  81.  36.  70.  68.  50.  38.  92.  40.  50.  68.  59.  30.  87.  46.  38.  50.  61.  38.  62.  68.  45.  58.  82.  12.  68.  48.  14.   6.  56.   0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    18    49    2       3    2    1    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
[1 2 3 4]                                                                                                                                                                                                                                                          1    23    50    2       3    2    2    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [  9.   6.   7.  18.  18.  14.  32.  30.  26.  46.  44.  38.  62.  40.  58.  24.  57.  36.  35.  20.  55.  16.  30.  44.  25.  28.  66.  22.  40.  40.  38.  16.  63.  30.  23.  50.  44.  18.  69.  40.  23.  40.  51.   4.  51.   8.   5.   8.  10.]
mc:  [  9.   6.   7.  18.  18.  14.  32.  30.  26.  46.  44.  38.  62.  40.  58.  24.  57.  36.  35.  20.  55.  16.  30.  44.  25.  28.  66.  22.  40.  40.  38.  16.  63.  30.  23.  50.  44.  18.  69.  40.  23.  40.  51.   4.  51.   8.   5.   8.  10.   0.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    21    49    2       3    2    2    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    20    50    2       3    2    2    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [   7.    6.    5.   14.   12.   10.   23.   18.   23.   32.   25.   36.   43.   32.   51.   54.   46.   66.   72.   36.   86.   34.   53.   66.   49.   46.   86.   48.   68.   42.   66.   82.   59.   68.  103.   60.   84.   68.   75.   44.   82.
   50.   53.   48.   60.   30.   56.   30.   35.]
mc:  [   7.    6.    5.   14.   12.   10.   23.   18.   23.   32.   25.   36.   43.   32.   51.   54.   46.   66.   72.   36.   86.   34.   53.   66.   49.   46.   86.   48.   68.   42.   66.   82.   59.   68.  103.   60.   84.   68.   75.   44.   82.
   50.   53.   48.   60.   30.   56.   30.   35.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    18    49    2       3    2    2    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [  2.   4.   9.   4.  12.  18.  15.  20.  36.  26.  31.  54.  38.  30.  80.  38.  46.  52.  56.  26.  75.  20.  42.  44.  33.  40.  62.  40.  55.  32.  57.  28.  45.  26.  37.  22.  42.  10.  37.  34.  13.  28.  46.   4.  39.  28.   5.  32.  35.]
mc:  [  2.   4.   9.   4.  12.  18.  15.  20.  36.  26.  31.  54.  38.  30.  80.  38.  46.  52.  56.  26.  75.  20.  42.  44.  33.  40.  62.  40.  55.  32.  57.  28.  45.  26.  37.  22.  42.  10.  37.  34.  13.  28.  46.   4.  39.  28.   5.  32.  35.   0.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    21    49    2       3    2    3    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    20    50    2       3    2    3    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [   8.   18.    6.   16.   34.   12.   28.   50.   23.   40.   73.   34.   58.   96.   51.   76.  125.   68.  100.   82.   90.   60.  107.   64.   80.   76.   88.   68.  101.   72.   92.   70.   97.   68.   88.   74.   86.   58.   93.   56.   70.
   72.   68.   42.   86.   48.   49.   36.   56.]
mc:  [   8.   18.    6.   16.   34.   12.   28.   50.   23.   40.   73.   34.   58.   96.   51.   76.  125.   68.  100.   82.   90.   60.  107.   64.   80.   76.   88.   68.  101.   72.   92.   70.   97.   68.   88.   74.   86.   58.   93.   56.   70.
   72.   68.   42.   86.   48.   49.   36.   56.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    18    49    2       3    2    3    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    20    50    2       3    2    4    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [   1.   18.    1.    2.   32.    2.    6.   46.   12.   10.   68.   22.   18.   90.   38.   26.  121.   54.   37.   80.   71.   40.  103.   80.   55.   86.  105.   46.  108.   58.   59.   66.   79.   40.   80.   52.   49.   22.   67.   34.   27.
   74.   40.   24.   88.    6.   28.   30.    7.]
mc:  [   1.   18.    1.    2.   32.    2.    6.   46.   12.   10.   68.   22.   18.   90.   38.   26.  121.   54.   37.   80.   71.   40.  103.   80.   55.   86.  105.   46.  108.   58.   59.   66.   79.   40.   80.   52.   49.   22.   67.   34.   27.
   74.   40.   24.   88.    6.   28.   30.    7.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    18    49    2       3    2    4    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [   8.    2.    9.   16.    9.   18.   27.   16.   35.   38.   30.   52.   52.   44.   70.   66.   63.   88.   82.   74.  108.   34.   99.   56.   51.   76.   74.   44.   96.   28.   67.   60.   45.   66.   73.   54.   86.   46.   70.   90.   54.
   70.  108.    6.   84.   54.    7.   42.   63.]
mc:  [   8.    2.    9.   16.    9.   18.   27.   16.   35.   38.   30.   52.   52.   44.   70.   66.   63.   88.   82.   74.  108.   34.   99.   56.   51.   76.   74.   44.   96.   28.   67.   60.   45.   66.   73.   54.   86.   46.   70.   90.   54.
   70.  108.    6.   84.   54.    7.   42.   63.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    18    49    2       3    2    5    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=2, output_padding=0, groups=1, dilation=3)
trc:  [ 16.   1.  12.  31.   2.  27.  14.   5.  18.  28.   4.  35.  14.  12.  16.  29.  12.  29.  16.  22.  10.  27.   8.  16.   6.  18.   2.  18.  12.   8.  18.  19.  10.  33.   2.  17.  12.  12.   4.  20.  18.   7.   4.  29.   2.   7.   4.   3.   2.]
mc:  [ 16.   1.  12.  31.   2.  27.  14.   5.  18.  28.   4.  35.  14.  12.  16.  29.  12.  29.  16.  22.  10.  27.   8.  16.   6.  18.   2.  18.  12.   8.  18.  19.  10.  33.   2.  17.  12.  12.   4.  20.  18.   7.   4.  29.   2.   7.   4.   3.   2.   6.]
[1 2 3]                                                                                                                                                                                                                                                            1    25    49    2       3    3    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       3    3    1    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [ 10.   9.  16.  17.  18.  32.  24.  31.  48.  34.  44.  70.  14.  65.  44.  27.  32.  64.  28.  53.  36.  41.  50.  51.  36.  74.  30.  48.  50.  41.  12.  67.  16.  19.  30.  29.  14.  39.  24.  28.   6.  34.  30.   8.  32.  42.   4.  40.  36.]
mc:  [ 10.   9.  16.  17.  18.  32.  24.  31.  48.  34.  44.  70.  14.  65.  44.  27.  32.  64.  28.  53.  36.  41.  50.  51.  36.  74.  30.  48.  50.  41.  12.  67.  16.  19.  30.  29.  14.  39.  24.  28.   6.  34.  30.   8.  32.  42.   4.  40.  36.   5.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    22    49    2       3    3    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    21    50    2       3    3    1    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [ 16.   7.   4.  26.  14.  11.  36.  27.  18.  52.  40.  26.  68.  57.  34.  89.  74.  44.  46.  95.  38.  63.  60.  54.  64.  77.  30.  86.  46.  43.  60.  60.  48.  83.  42.  60.  66.  52.  56.  84.  30.  66.  70.  36.  12.  84.  18.  14.  42.]
mc:  [ 16.   7.   4.  26.  14.  11.  36.  27.  18.  52.  40.  26.  68.  57.  34.  89.  74.  44.  46.  95.  38.  63.  60.  54.  64.  77.  30.  86.  46.  43.  60.  60.  48.  83.  42.  60.  66.  52.  56.  84.  30.  66.  70.  36.  12.  84.  18.  14.  42.  21.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    19    49    2       3    3    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       3    3    2    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [  6.   4.  14.  17.   8.  23.  28.  17.  32.  47.  26.  47.  48.  42.  20.  67.  34.  31.  38.  51.  30.  56.  38.  48.  26.  57.  30.  41.  34.  43.  38.  55.  38.  56.  46.  56.  32.  63.  20.  51.  38.  29.  40.  48.  32.  54.   4.  40.  32.]
mc:  [  6.   4.  14.  17.   8.  23.  28.  17.  32.  47.  26.  47.  48.  42.  20.  67.  34.  31.  38.  51.  30.  56.  38.  48.  26.  57.  30.  41.  34.  43.  38.  55.  38.  56.  46.  56.  32.  63.  20.  51.  38.  29.  40.  48.  32.  54.   4.  40.  32.   5.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    22    49    2       3    3    2    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    21    50    2       3    3    2    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [  18.    7.    8.   34.   14.   14.   50.   25.   20.   75.   36.   35.  100.   51.   50.  127.   66.   68.   82.   90.   54.  109.   58.   69.   80.   77.   68.  103.   64.   83.   54.   84.   26.   75.   72.   32.   80.   88.   14.   99.   32.
   17.   46.   39.   12.   56.   30.   14.   42.]
mc:  [  18.    7.    8.   34.   14.   14.   50.   25.   20.   75.   36.   35.  100.   51.   50.  127.   66.   68.   82.   90.   54.  109.   58.   69.   80.   77.   68.  103.   64.   83.   54.   84.   26.   75.   72.   32.   80.   88.   14.   99.   32.
   17.   46.   39.   12.   56.   30.   14.   42.   35.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    19    49    2       3    3    2    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [ 18.   7.   8.  31.  14.  14.  44.  22.  20.  58.  30.  31.  18.  47.  18.  29.  22.  27.  16.  34.  24.  25.  40.  39.  28.  57.  24.  40.  20.  39.  16.  36.  42.  24.  40.  63.  20.  55.  36.  27.  34.  49.  10.  43.  32.  13.   4.  40.   4.]
mc:  [ 18.   7.   8.  31.  14.  14.  44.  22.  20.  58.  30.  31.  18.  47.  18.  29.  22.  27.  16.  34.  24.  25.  40.  39.  28.  57.  24.  40.  20.  39.  16.  36.  42.  24.  40.  63.  20.  55.  36.  27.  34.  49.  10.  43.  32.  13.   4.  40.   4.   5.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    22    49    2       3    3    3    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    21    50    2       3    3    3    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [  18.    7.    4.   34.   14.   11.   50.   28.   18.   74.   42.   28.   98.   61.   38.  123.   80.   57.   76.  106.   60.   94.   76.   79.   56.   96.   58.   74.   60.   73.   28.   79.   64.   46.   58.   76.   56.   72.   16.   73.   30.
   19.   74.   37.    6.   89.   36.    7.   48.]
mc:  [  18.    7.    4.   34.   14.   11.   50.   28.   18.   74.   42.   28.   98.   61.   38.  123.   80.   57.   76.  106.   60.   94.   76.   79.   56.   96.   58.   74.   60.   73.   28.   79.   64.   46.   58.   76.   56.   72.   16.   73.   30.
   19.   74.   37.    6.   89.   36.    7.   48.   42.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    19    49    2       3    3    3    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    21    50    2       3    3    4    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [  14.    8.    6.   26.   16.   12.   38.   29.   18.   52.   42.   25.   66.   56.   32.   84.   70.   44.   46.   89.   32.   66.   44.   43.   46.   59.   30.   69.   34.   45.   76.   45.   52.  103.   48.   66.   98.   58.   40.  121.   28.
   49.   72.   33.   42.   86.    6.   49.   36.]
mc:  [  14.    8.    6.   26.   16.   12.   38.   29.   18.   52.   42.   25.   66.   56.   32.   84.   70.   44.   46.   89.   32.   66.   44.   43.   46.   59.   30.   69.   34.   45.   76.   45.   52.  103.   48.   66.   98.   58.   40.  121.   28.
   49.   72.   33.   42.   86.    6.   49.   36.    7.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    19    49    2       3    3    4    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [   6.    7.    2.   10.   14.    8.   14.   26.   14.   22.   38.   27.   30.   54.   40.   45.   70.   57.   36.   88.   66.   56.   50.   83.   68.   62.   60.   91.   34.   77.   82.   46.   38.  107.   26.   48.   76.   34.   26.   94.   26.
   32.   48.   32.   30.   58.   30.   35.   36.]
mc:  [   6.    7.    2.   10.   14.    8.   14.   26.   14.   22.   38.   27.   30.   54.   40.   45.   70.   57.   36.   88.   66.   56.   50.   83.   68.   62.   60.   91.   34.   77.   82.   46.   38.  107.   26.   48.   76.   34.   26.   94.   26.
   32.   48.   32.   30.   58.   30.   35.   36.   35.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    19    49    2       3    3    5    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=3, output_padding=0, groups=1, dilation=3)
trc:  [  6.   6.  18.  12.  18.  26.  22.  30.  42.  32.  44.  28.  47.  40.  43.  26.  56.  40.  44.  18.  58.  38.  34.  28.  54.  38.  43.  40.  54.  34.  59.  40.  50.  24.  59.  30.  37.  24.  47.  38.  38.  34.  49.  40.  46.  12.  52.  28.  15.]
