FILT                                                                                                                                                                                                                                                               INV  ILEN  OLEN  STRIDE  DIL  PAD  REF  PHASE  MATCH  API         CMD_STRING
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    16    3       1    1    3    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=1, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       1    1    3    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=1, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    16    3       1    1    4    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=1, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       1    1    4    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=1, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       1    1    5    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=1, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    17    3       1    2    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=1, groups=1)
tfc:  [  72.   63.   57.   45.   80.   85.  109.  121.   61.   78.   52.   64.   81.   67.   91.   63.   22.]
mc:  [  75.   63.   49.   45.   63.   83.   95.  113.   68.   86.   69.   34.   54.   56.   72.   60.   34.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    17    3       1    2    2    0      False  TensorFlow  tf.nn.convolution(input=input, filter=filter, padding=SAME, strides=[3], dilation_rate=[1])
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    17    3       1    2    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=1, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       1    2    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=1, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    17    3       1    2    3    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=1, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       1    2    3    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=1, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       1    2    4    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=1, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    17    3       1    3    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=3, dilation=1, groups=1)
tfc:  [ 129.  126.  187.  146.  139.  159.  142.  141.  124.  121.  137.  140.  107.  126.  129.  136.   51.]
mc:  [ 142.  104.  157.  175.  117.  154.  171.  116.  145.  142.  145.  142.  115.  106.  134.  127.   71.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    17    3       1    3    3    0      False  TensorFlow  tf.nn.convolution(input=input, filter=filter, padding=SAME, strides=[3], dilation_rate=[1])
[1]                                                                                                                                                                                                                                                                0    50    17    3       2    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2]                                                                                                                                                                                                                                                              0    50    16    3       2    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3]                                                                                                                                                                                                                                                            0    50    16    3       2    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    15    3       2    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    14    3       2    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    13    3       2    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2]                                                                                                                                                                                                                                                              0    50    16    3       2    0    1    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3]                                                                                                                                                                                                                                                            0    50    16    3       2    0    1    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    15    3       2    0    1    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    14    3       2    0    1    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    0    1    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    13    3       2    0    1    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3]                                                                                                                                                                                                                                                            0    50    16    3       2    0    2    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    15    3       2    0    2    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    14    3       2    0    2    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    0    2    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    13    3       2    0    2    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    15    3       2    0    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    14    3       2    0    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    0    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    13    3       2    0    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    14    3       2    0    4    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    0    4    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    13    3       2    0    4    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    0    5    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    13    3       2    0    5    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    13    3       2    0    6    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=2, groups=1)
[1 2 3]                                                                                                                                                                                                                                                            0    50    16    3       2    1    1    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    16    3       2    1    1    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    15    3       2    1    1    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    1    1    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    1    1    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    16    3       2    1    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    15    3       2    1    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    1    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    1    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    15    3       2    1    3    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    1    3    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    1    3    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    14    3       2    1    4    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    1    4    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    1    5    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=1, dilation=2, groups=1)
[1 2 3]                                                                                                                                                                                                                                                            0    50    17    3       2    2    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    16    3       2    2    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    16    3       2    2    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    15    3       2    2    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    2    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    16    3       2    2    2    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    16    3       2    2    2    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    15    3       2    2    2    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    2    2    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    16    3       2    2    3    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    15    3       2    2    3    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    2    3    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    15    3       2    2    4    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    2    4    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    14    3       2    2    5    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=2, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    16    3       2    3    2    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=3, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    16    3       2    3    2    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=3, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    15    3       2    3    2    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=3, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    16    3       2    3    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=3, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    15    3       2    3    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=3, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    15    3       2    3    4    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=3, dilation=2, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    17    3       2    4    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=4, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    16    3       2    4    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=4, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       2    4    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=4, dilation=2, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    16    3       2    4    3    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=4, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       2    4    3    2      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=4, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       2    4    4    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=4, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    16    3       2    5    3    1      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=5, dilation=2, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    17    3       2    6    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=6, dilation=2, groups=1)
[1]                                                                                                                                                                                                                                                                0    50    17    3       3    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2]                                                                                                                                                                                                                                                              0    50    16    3       3    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3]                                                                                                                                                                                                                                                            0    50    15    3       3    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    14    3       3    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    13    3       3    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    12    3       3    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    11    3       3    0    0    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2]                                                                                                                                                                                                                                                              0    50    16    3       3    0    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3]                                                                                                                                                                                                                                                            0    50    15    3       3    0    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    14    3       3    0    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    13    3       3    0    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    12    3       3    0    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    11    3       3    0    1    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3]                                                                                                                                                                                                                                                            0    50    15    3       3    0    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    14    3       3    0    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    13    3       3    0    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    12    3       3    0    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    11    3       3    0    2    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4]                                                                                                                                                                                                                                                          0    50    14    3       3    0    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    13    3       3    0    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    12    3       3    0    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    11    3       3    0    3    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        0    50    13    3       3    0    4    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      0    50    12    3       3    0    4    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    0    50    11    3       3    0    4    0      True   Torch       F.conv1d(input, weight, bias=None, stride=3, padding=0, dilation=3, groups=1)
